session_frequency,session_duration,messages_sent,days_since_last,start_emotion,end_emotion,churn
3,12.414143615219334,10,2.7993370969274967,2,2,0
3,15.737296201987734,9,2.877108255510427,0,4,0
4,15.199953237320537,21,0.5173101687671818,2,2,0
5,5.248205035531866,19,1.902051485381639,0,4,0
2,7.541391557731848,14,0.5888194472965075,1,1,0
8,10.235697515970735,8,3.120210571190316,0,4,0
3,15.322275416139972,9,0.33402201341441157,4,4,0
1,20.36920913975801,13,2.210705904083596,2,2,0
2,6.981781345637025,16,0.78908508911745,4,4,0
2,11.639425243812294,8,0.07370571714317327,4,4,0
4,14.757629111447635,9,0.26410416145997223,4,4,0
6,10.34300500497024,20,2.127837103173166,0,4,0
7,15.43690156276481,15,0.54864818628025,2,2,0
6,18.20137474256701,11,1.994109000399207,1,1,0
2,11.215944371587014,10,1.0716789764088208,2,2,0
5,16.63791736088748,12,2.359949248530998,1,1,0
5,14.427403983542217,13,1.3582858872258476,0,4,0
4,9.25449023701599,7,0.7379204777795417,3,3,0
4,14.29559188746652,13,0.31522474883611035,4,4,0
3,17.283329863449783,11,0.83436169759778,2,2,0
2,22.068715023814217,7,2.0151355400756676,1,1,0
3,23.22121871448793,13,2.6977929643122756,4,4,0
8,12.161576359621717,8,0.34951568747166256,1,1,0
5,11.860269592780023,12,2.1829103771707814,4,4,0
0,15.201950633892723,15,0.3951453554829957,4,4,0
2,12.286515062978124,12,0.5015931508967657,2,2,0
5,21.065162511085035,8,1.5156583158351336,2,2,0
4,15.503453694299537,12,0.6827348425552296,3,3,0
5,15.276217552879546,8,2.167026359634848,2,2,0
9,18.216538902517822,14,6.237003532767573,0,4,0
6,15.799180880866055,12,0.3224329710041389,2,2,0
3,16.526223240270667,5,1.6903175172391391,0,4,0
7,16.315954872848728,12,5.13568582902874,3,3,0
8,14.276810026062172,4,0.3884538343486238,2,2,0
1,10.487808194192471,8,0.9140986897934119,0,4,0
8,23.795110076018606,10,0.2639037613976964,4,4,0
2,10.471331444413494,11,2.05465531310175,1,1,0
10,23.271152591399762,15,2.21213760516837,1,1,0
6,16.707213113822014,13,2.182373767313962,0,4,0
8,11.992080102256441,16,1.5623270630463704,1,1,0
1,17.774287967815052,16,2.742897156606021,0,4,0
4,18.92958043451882,9,0.07307341311774357,0,4,0
0,23.591008157093384,14,6.317137210145443,0,4,1
5,8.421776160897585,6,0.5023048460558405,0,4,0
6,14.299984506342641,18,0.2592198260963274,1,1,0
6,21.88604903574436,11,5.665052620261834,2,2,0
2,18.732764258267895,11,3.549060493087199,2,2,0
1,17.430087535829127,10,2.8952370190753163,1,1,0
2,22.392438255743166,11,0.22129495394472784,4,4,0
4,14.10029672307928,9,3.29562179225524,0,4,0
2,3.009825947735001,9,1.8782157639137305,2,2,0
2,13.167460996125854,11,2.632854705825356,4,4,0
1,25.058782229396428,10,7.639824952500727,0,1,1
3,16.492379784534457,13,0.43243810497282703,1,1,0
3,10.787847472844382,16,1.4038994624366372,2,2,0
3,21.67064734038605,8,2.7995856858344195,0,1,0
4,19.22431451887595,9,1.1371084618176666,0,4,0
5,15.735058754330783,10,0.11240662166599562,3,3,0
1,17.925660196318816,18,0.2363037298009778,2,2,0
5,9.913725498881377,8,1.8430687744008294,1,1,0
3,13.189508028540224,14,0.6709570709057116,3,3,0
1,14.67534385864347,7,0.2966303229711347,3,3,0
2,20.495861486751586,14,0.8307036344699597,1,1,0
5,12.256266113199406,11,0.44874093745126953,1,1,0
4,14.871251481252107,5,0.04846134508050184,2,2,0
4,22.204957467490143,10,0.32931062827970353,1,1,0
3,27.62163483779835,11,4.292495797824627,2,2,0
2,10.646806364906947,11,0.024220634545800576,0,4,0
2,15.69978794852263,20,2.9731162510097775,0,1,0
3,7.460235428609229,16,2.8004710248707987,1,1,0
6,14.927495355940897,21,1.661316682143529,4,4,0
5,13.549477748423705,20,0.4675188155744994,4,4,0
4,21.255164842278777,14,4.208439594398715,2,2,0
2,9.135471821291382,9,1.2890019346216834,2,2,0
3,8.450084819220287,11,0.3803999702522894,0,4,0
2,22.604673642928606,11,1.1208112732798934,2,2,0
1,11.834338951348,14,0.43362036834303186,1,1,0
7,15.98715570784118,16,0.9432349532100036,2,2,0
5,16.475222836243248,11,1.3730891357590158,4,4,0
3,11.063421888842033,13,0.8922645095548397,0,1,0
5,11.06874524407313,12,2.140307838153513,2,2,0
3,20.634548423516094,17,5.495177417052761,2,2,0
6,18.38536044422665,16,0.8558796082042882,0,1,0
4,14.921562701207689,6,0.879304306076117,2,2,0
5,14.31604087587878,7,2.6811318201601475,2,2,0
5,16.583054424261466,12,1.5125613529058088,3,3,0
4,16.910996059600613,10,1.1201698345913842,0,1,0
2,21.30572761108702,17,3.361955783558238,1,1,0
5,14.895719442194283,15,4.433476686348086,4,4,0
4,17.214903741000818,11,1.7860597804707041,2,2,0
6,18.590893975893405,10,0.4093877776154675,2,2,0
4,18.678875950191852,7,1.255789912095874,1,1,0
5,22.24859792680614,16,1.403853868690179,0,4,0
0,14.937056106760465,15,1.1319979844991557,4,4,0
8,12.170663840125922,17,0.6087936547872662,0,4,0
5,13.210184883854081,8,1.2785373308248642,4,4,0
7,18.204133420474854,13,1.183153825200515,0,4,0
2,14.45949328968232,11,0.4701628600440076,0,4,0
0,26.43398811246925,15,4.674987800170612,1,1,1
5,15.062944666226102,8,4.331584688585705,2,2,0
4,10.225233445924886,18,2.8510388332741066,3,3,0
4,16.613508336564895,16,1.024808997774788,4,4,0
2,22.694061063780165,22,0.9251566357146856,1,1,0
3,10.921200951376814,10,2.520842075367252,0,4,0
3,10.7768926744948,16,1.8735953127744591,2,2,0
3,14.06592314767467,9,1.8355753231629603,3,3,0
3,11.7704472058374,11,0.26503302128553796,1,1,0
2,8.248909515439566,19,1.9261556536049673,0,4,0
5,7.2958958088017845,8,4.642781861416798,1,1,1
4,16.162143019001313,8,0.17944785946324773,2,2,0
3,18.57521553507284,14,0.8285212482179947,1,1,0
3,11.49417888918195,8,1.422680516856152,3,3,0
3,14.647406535008415,12,2.3167850636958165,0,4,0
2,15.924809635427474,10,0.1878191672182608,4,4,0
2,9.473829658102119,8,4.124086637278375,0,1,0
6,19.294303485073314,20,0.08278102137354929,1,1,0
2,16.059501677087844,8,3.89949032194553,2,2,0
1,17.622382548253675,12,0.05608252565675394,3,3,0
1,18.39984332398916,8,0.3333452160066671,0,4,0
5,27.12881499027459,12,3.2221167208388306,4,4,0
4,9.877009767521113,17,3.93457619630911,3,3,0
5,10.53615878569104,11,8.064523903431896,0,1,0
5,23.414624322799355,10,0.24595135198963386,3,3,0
4,18.261140408048345,13,1.4950002643438287,2,2,0
5,15.345136117453926,17,0.16058976977107003,3,3,0
3,12.609567349013036,13,0.3401717404096542,4,4,0
4,13.840567972914942,15,0.38351715039403145,3,3,0
6,13.937596824065055,8,0.13097287698465382,1,1,0
4,7.525108806186784,8,4.469475465371441,3,3,1
2,19.86599348450911,16,0.2701635145278391,2,2,0
3,4.946713373595614,14,1.9849447059405758,2,2,0
5,10.754693519368793,12,1.9656468243889982,1,1,0
3,12.841128360335084,10,0.4429029807297195,4,4,0
2,25.71742193926306,14,12.889629615148943,2,2,0
4,14.496014156741824,9,0.8534830277444387,2,2,0
4,16.58231249404643,14,4.709744519342256,1,1,0
5,10.61255244632531,15,5.9240044536470275,3,3,0
3,19.343645064240995,10,5.951420685699256,1,1,0
7,29.75940614247887,8,2.7954192367298396,4,4,0
4,17.457505398027745,7,0.5855366519054909,0,1,0
5,13.322477250946203,14,0.25715673383252685,3,3,0
2,4.8413025626224275,22,1.6874052221495064,1,1,0
9,18.468461176288002,6,0.8926964936735348,2,2,0
2,10.070267635180441,18,3.5561748597470673,2,2,0
1,11.221119985189857,19,2.7329054504769665,0,4,0
3,19.65855375205221,7,0.6472218275849106,1,1,0
6,12.631851627402751,10,0.0343233121923608,4,4,0
1,14.529287378962936,12,0.5418223441649146,3,3,0
2,18.748931720542462,12,1.6745690496356798,1,1,0
8,11.469680680084045,15,0.16458499623772777,4,4,0
7,8.555212327520398,10,2.147483869895296,3,3,0
3,17.321517927413122,7,2.227632275950834,1,1,0
1,18.771751665105146,12,0.3711992612875931,2,2,0
6,12.112175767855822,14,1.8142568391166176,1,1,0
4,11.864345027359155,10,1.8677459347336962,0,4,0
5,9.499523295159682,12,1.300091653507407,4,4,0
3,18.56745477519756,13,6.125702697483126,0,1,0
3,24.59449042276669,13,0.22894420138322966,1,1,0
5,19.657725429266257,7,1.0438596581190869,3,3,0
5,14.544065285663445,17,4.289808826249051,4,4,0
4,18.582276896580183,8,0.9765438214935376,0,4,0
6,10.840961031919242,19,1.1055173351478245,1,1,0
3,16.842018125151643,12,2.2068911831838873,2,2,0
4,9.573664708014864,16,2.1906168025170456,3,3,0
2,14.389073211156008,8,0.04633656474391266,4,4,0
7,20.378467140149297,11,1.216499969501895,0,1,0
10,19.060190360208423,20,0.8114658220235506,2,2,0
4,17.84237605874679,11,1.97608506398627,0,1,0
4,17.081384154761157,14,1.622520962124241,3,3,0
3,11.319388528048341,12,2.104573902887563,0,4,0
5,15.71240336530044,7,2.1212888729541843,4,4,0
5,18.91637776556269,14,0.5883981542955854,0,1,0
5,13.784227756425299,16,0.5659589993175838,3,3,0
2,13.977090943647879,15,0.9249676123147121,0,4,0
2,12.648873334572958,13,0.5540341868770581,2,2,0
5,13.575254536517104,7,2.2964965111132765,2,2,0
2,11.133383272791475,10,1.8469629227477857,0,1,0
1,15.120358598280715,13,0.4876800228571281,0,4,0
6,13.39862169084364,7,4.310138040870011,0,4,0
4,7.62877173075767,16,1.2348279156619626,0,4,0
3,28.00471163603589,11,0.27176138194174115,0,1,0
5,9.81285922428621,16,0.4789666121940109,2,2,0
5,14.32653066424672,7,1.5524079589907174,3,3,0
1,15.305839513087475,12,0.826260872998488,3,3,0
5,12.325661914523263,12,3.8105991816019147,0,1,0
7,14.551410856038727,11,1.365346082360286,0,1,0
5,10.907276051040974,7,4.937156582369454,3,3,0
4,18.63589657901779,12,0.21478400198481215,1,1,0
4,14.88880723082453,8,2.208816906011355,0,4,0
0,18.59196629173673,16,4.3393426983226036,1,1,1
2,22.34947835846462,16,0.6932525613208254,0,4,0
5,13.593856280139489,11,0.2916419943859776,0,4,0
2,18.86724473318335,13,1.2199838302290693,3,3,0
5,22.681725736096844,10,6.505600942980654,0,1,0
0,14.382661460377655,13,2.007305752587268,4,4,0
2,18.45549625034336,15,2.0655197242099748,4,4,0
1,12.673591081245892,9,2.226444520063097,3,3,0
2,20.986060175519388,11,0.08114691663626941,1,1,0
4,12.501008626963522,18,1.179917328740065,0,1,0
3,18.51531698105372,9,0.1614919324274342,1,1,0
4,19.975589487933178,13,0.7591819856958952,1,1,0
4,9.105114498947662,10,3.447443179774983,4,4,0
7,11.666450541292004,10,2.1357973345100487,0,4,0
1,11.464097304700234,15,10.839930151781356,3,3,1
4,20.39966441500431,15,0.37785728971250265,2,2,0
6,9.123261819242796,20,1.0118560604458142,4,4,0
5,16.628446154557327,11,3.317678798236952,2,2,0
1,18.632388576253224,10,0.4859059433701562,2,2,0
6,15.84694491582708,14,0.33381437313891626,4,4,0
4,21.373665038290355,7,1.1158783379720174,0,1,0
7,5.377030606840158,15,0.9681288090141693,0,4,0
4,18.039577742864324,11,7.844746863856316,1,1,0
5,14.091234132371053,11,1.2185370171724657,1,1,0
6,7.474360610784715,12,3.9457907989896457,0,1,1
4,9.594510760314051,11,4.377897182168613,0,4,0
5,22.82550720304296,9,0.34364583557497574,0,4,0
1,18.1611068424275,9,2.512672298155966,3,3,0
4,19.009539585640667,13,0.6503723191149815,1,1,0
3,19.794822216401492,12,0.19906388802399647,4,4,0
1,8.215879247233815,8,4.15416722518711,1,1,1
7,16.228641959098482,12,0.6918460243901577,3,3,0
2,20.492093219355112,14,0.8473569486818524,1,1,0
3,12.986987264885173,9,0.7830919698080583,2,2,0
4,21.812232119375796,20,0.4470257964121772,1,1,0
3,11.936967298671082,12,1.1401019280853009,0,1,0
7,15.623805956693849,17,1.118256686320404,4,4,0
1,16.987670143485282,13,1.0510381775939945,4,4,0
4,18.772992119659968,11,4.960978772313849,1,1,0
7,13.561317696332045,10,0.8302783891889508,4,4,0
4,20.060560593582068,11,0.06169982191659195,1,1,0
6,17.140072378829494,14,0.3930933261158422,1,1,0
3,6.80603191460084,12,2.5566534452534193,3,3,0
8,24.182863170144522,7,1.787388953698674,1,1,0
6,10.2106730228566,8,6.062089104827516,1,1,0
1,24.59500277651341,13,2.371186215680504,1,1,0
4,14.211572794038942,3,0.4319428487276556,1,1,0
3,13.280457539095076,7,0.2571314124468767,0,1,0
3,16.99619088125745,10,1.4711065887467663,0,4,0
5,11.506933730943175,13,2.1888186837261627,4,4,0
4,5.570423635047593,15,0.36217281093949943,1,1,0
5,14.453456517096146,12,1.8410644806473078,0,4,0
1,16.8752640517255,10,4.005385993344858,3,3,1
4,22.688849769435564,7,2.6007392880115954,0,1,0
3,9.043198245418496,11,2.182425947773611,0,1,0
3,17.90111624826195,16,3.1149347127243385,4,4,0
5,14.480499338149254,7,0.21981435895943477,4,4,0
2,15.165208695657263,8,0.4558887532412347,0,1,0
3,19.860224435512695,11,0.07768852185426725,4,4,0
6,12.442885806731686,10,0.31325603111110173,4,4,0
6,15.837629875811242,6,4.887890505075404,2,2,0
5,20.449688941009025,10,0.5024301096531707,2,2,0
5,20.148001930949388,16,2.169994094390781,0,4,0
5,8.898574079301913,15,2.352502893744561,0,4,0
2,11.935309986327574,20,2.0731093942209458,2,2,0
5,14.281368190959787,22,1.614518643713588,4,4,0
5,19.06969287261912,9,1.3315712798838597,2,2,0
4,13.743985935703206,14,1.0891814101319466,0,1,0
3,15.413689611274394,13,4.975389785493119,0,4,0
2,21.251545944487575,12,0.019119823125230886,2,2,0
3,13.306704061053162,15,0.10994669608182352,2,2,0
3,22.36579378657232,16,1.356566261869309,0,4,0
5,6.972831668320824,10,0.8024783453421581,2,2,0
6,13.03624281023239,6,1.0492751864285157,3,3,0
4,8.174277488270235,11,12.283198193132964,0,4,0
3,15.583492816129016,12,2.9845074382846617,0,4,0
5,18.75495810889003,14,4.1977863029075815,0,4,0
7,14.193916972037822,15,0.919550837955757,4,4,0
5,12.627847956751209,8,0.547717288958767,1,1,0
3,8.201902263641669,11,2.921953646685485,2,2,0
5,23.40667455578295,18,3.2961089964920864,3,3,0
7,14.88794068103062,13,1.5965640921315314,1,1,0
7,12.739284912047086,6,4.52560435748977,0,4,0
3,22.812662067739048,13,6.842305757158537,2,2,0
7,13.23977322314158,11,1.2736118751001408,2,2,0
4,10.44818836283414,11,0.5037720432261054,0,1,0
2,11.448597223616956,8,1.4559456576854855,0,4,0
5,10.713800222082167,9,9.119098395881865,2,2,0
3,9.669859166427447,6,0.6932423335715877,3,3,0
3,11.532817286139954,15,1.9225726586505714,0,1,0
3,27.074753168561877,11,2.3682335861247523,2,2,0
4,9.250885173462637,17,0.48141579644028615,4,4,0
1,7.539240213433441,9,1.775693853585867,0,4,1
3,16.39014733789468,14,0.7552340005282214,2,2,0
7,14.6201681046768,9,3.85117073504841,2,2,0
3,18.30020478285414,12,2.508803616261801,0,4,0
5,12.229578398880278,9,3.5004646912974495,3,3,0
2,10.65743306347806,9,0.4454932466809719,4,4,0
3,23.368598837413234,11,0.07037311046928542,4,4,0
1,6.9415520772226476,6,3.8012614113196985,0,1,1
5,16.802994496314877,8,0.977978890605349,4,4,0
4,18.451514640459674,9,0.396224947902294,1,1,0
3,19.108510612574097,14,0.19279134106061138,0,4,0
7,13.483093659313731,12,1.4534112624392643,0,4,0
4,8.75889055104791,20,0.32533894662713725,4,4,0
7,22.497570146963888,14,1.672613087708444,1,1,0
5,12.772278733164775,10,2.5988139620619117,4,4,0
2,22.64998990540633,13,1.5316859625107873,0,1,0
1,16.84036973285539,14,4.680569407141704,3,3,1
6,12.580379941137107,8,0.3381859811603716,0,1,0
2,16.96721523641699,13,1.3622533276479891,0,4,0
3,20.754009785289597,7,0.3563175688597343,4,4,0
3,15.410441252452717,15,4.173366220464974,0,1,0
3,11.312087787212743,13,5.3835450982153485,1,1,0
4,6.062235029278376,12,1.0216375197219207,4,4,0
9,12.878715635513608,9,0.7298412867956721,4,4,0
4,19.038202904427454,12,0.6551093007025716,1,1,0
4,9.948330748817806,10,3.928334443420938,2,2,0
7,18.405810322980816,14,2.2941891256289444,2,2,0
7,15.140995378601177,9,4.250435821974029,0,4,0
4,18.72747668788412,14,0.25003112118621174,0,4,0
3,3.303840497965636,12,1.2926337870639395,1,1,0
6,7.898324336172633,14,2.255129353426123,1,1,0
6,12.68700833580203,12,4.5478157031406266,0,1,0
0,24.331365381340838,11,0.9625958249637135,0,4,0
3,11.228659193542683,9,0.7511042111193419,1,1,0
5,14.36608346680665,14,4.882906181388124,1,1,0
4,25.75365344248025,13,0.09740020309372471,1,1,0
3,17.143185513806298,14,1.3062977313867434,0,1,0
3,19.298150471814687,17,1.22729192424711,3,3,0
7,11.78837641250286,10,0.3157802915913509,4,4,0
3,20.89493370317317,11,1.004888726987558,0,4,0
3,21.656974677575292,9,2.5645876675352213,0,4,0
3,17.507991238612828,8,0.9141540998460518,3,3,0
6,14.570115291877887,13,0.7411434877507684,4,4,0
3,17.797136272827913,13,3.045561927301628,0,4,0
6,6.871570727006754,17,8.968634583661412,0,1,1
2,20.443169504957773,16,3.0223766042585196,0,4,0
7,10.754391483997116,9,3.746068617396684,2,2,0
4,13.607009032432158,14,5.610248615234797,4,4,0
4,21.58777435282937,10,3.236679493671584,3,3,0
1,20.487811252133355,12,7.85979255156619,2,2,1
5,6.894361410768758,8,2.75097991696837,3,3,0
6,10.263357388431324,10,2.166595619454383,0,4,0
1,18.200566753959063,8,2.3640870319129443,2,2,0
5,6.302962671269427,13,4.606807391415361,1,1,1
5,22.096731161137566,8,2.2977584358664305,0,1,0
1,15.589625384016593,11,2.86430110316574,0,1,0
3,22.064587868959265,9,0.4867178584879313,2,2,0
4,11.275565706259501,9,4.875655622426756,3,3,0
1,11.719141762037316,13,1.185565923107353,2,2,0
2,20.170764988609356,17,0.351249654242374,0,4,0
4,13.518136621511966,10,3.2167488705275367,0,4,0
4,8.795392575914239,12,0.8813340299989473,0,4,0
5,17.807359889358786,9,0.40697388641942384,0,1,0
5,7.038136105691972,11,0.5921037613444226,1,1,0
1,22.21067131354397,11,0.0711486179580694,0,4,0
4,15.921042213255712,9,0.18999102100125406,3,3,0
3,10.551717582269294,9,1.7960409845323384,3,3,0
3,20.72594028490782,15,4.023084769038016,1,1,0
6,20.813926959094353,7,1.1903371769958582,2,2,0
3,15.018662046456862,14,1.9673099086946342,0,1,0
3,26.377043618464448,12,3.318654924320349,1,1,0
2,26.261723979907124,7,0.8825024531098014,4,4,0
6,16.61674328151674,15,2.1244492678561864,2,2,0
4,20.327030508970452,11,0.8628968158613105,0,1,0
3,21.544026122250823,9,2.0584449786584713,4,4,0
4,9.325382739131314,10,0.49079805512770247,2,2,0
5,16.433581322780093,13,7.618901631418824,1,1,0
6,11.59082061221772,8,0.15847123212506634,2,2,0
7,10.885492214878358,10,1.4073360603271134,0,4,0
4,15.60803407284732,9,0.6745750943389142,2,2,0
4,15.983706302263014,9,1.836775031259624,2,2,0
6,6.939951982041999,9,1.118306219663081,4,4,0
3,16.718576371268583,15,0.7324856772485163,0,4,0
4,13.74526102829324,15,0.5754645161766124,1,1,0
6,21.989594572958826,9,0.403005362082104,4,4,0
6,20.813552968029832,6,3.0546038668766315,0,4,0
3,10.719957570269045,4,0.5025715527664125,4,4,0
2,21.563641855692737,11,2.9702519960733555,0,1,0
8,17.67977671221738,8,1.327326700720943,0,4,0
4,13.908595069259006,10,0.14993857811311412,1,1,0
4,12.439105072468356,10,0.36170769518146595,3,3,0
4,9.26176800567282,9,4.468071329908256,0,1,0
1,8.910010797218243,12,1.8467103629085622,1,1,0
10,5.864355302129335,11,0.4074986293102031,0,1,0
6,15.104408647607329,12,2.433203868939206,0,4,0
1,4.699725248467345,18,3.4661708459350478,2,2,1
8,10.667420444955564,19,0.8029057783435933,1,1,0
6,18.284247621648262,15,1.6265443706208484,0,4,0
3,22.466324109437586,12,0.6947225317885488,1,1,0
0,9.257926626817358,9,0.16689739133642686,3,3,0
4,18.04803863575694,17,1.020015509080902,0,1,0
5,13.451575418618582,10,2.784077811854962,1,1,0
2,12.41896934321768,14,1.2274903859487163,0,4,0
2,15.773335350372252,5,1.039292179981188,1,1,0
4,11.725768235226132,12,0.9114353269452737,4,4,0
3,14.579123255967327,7,1.2283645291550174,4,4,0
7,15.354680190388928,10,0.7661227688805123,0,4,0
7,20.802905884523355,15,1.894449562465481,2,2,0
3,21.88747952234414,10,0.13135242577963346,2,2,0
7,12.00726924054175,10,3.2941567535290845,4,4,0
1,13.650298861894845,13,0.38030495027839956,4,4,0
2,19.021055158348226,15,2.007211918891093,1,1,0
3,14.095182380445479,11,1.195246858226392,4,4,0
3,18.571649512428195,15,2.9699636877272075,4,4,0
2,19.51099852902037,16,3.499009651058355,2,2,0
0,20.095924269308234,12,0.45681569735372224,2,2,0
1,15.438883757605995,11,2.261315491314286,2,2,0
3,9.182605355864505,6,0.4212136973176441,1,1,0
4,14.160419701661159,12,0.2647744053988224,2,2,0
3,12.46357917666831,18,5.326998059598468,2,2,0
5,18.885694739934692,7,0.359184338984376,0,4,0
6,22.627352108466226,8,0.5178832813796639,4,4,0
3,22.768168643160323,9,0.27926911888974587,4,4,0
2,19.427626021504864,12,1.2708583176182644,0,1,0
3,10.326091466563998,15,5.041664366237825,3,3,0
3,22.01577424517234,16,0.6132017901341074,1,1,0
3,17.132614491612156,10,1.561126576699156,2,2,0
6,10.876109868130026,11,1.0602164786988015,1,1,0
7,19.30963776798368,14,0.818974605117332,2,2,0
2,13.894756586659113,7,1.6979778046827472,1,1,0
4,5.252328244313224,9,1.6369351570543549,4,4,0
3,10.098562246310657,23,0.8905958118521831,2,2,0
6,14.673382388602942,16,3.8017647284143767,1,1,0
8,14.476202255220251,11,0.10927588456117517,2,2,0
5,9.67523216233994,12,0.17818357763963732,4,4,0
4,18.755363597707284,13,9.373033813160605,0,1,0
1,17.59883280994614,11,2.7541373938745717,1,1,0
2,7.8211869005301216,15,3.25855589584692,4,4,1
5,28.16694982864155,10,1.8461326445570057,3,3,0
5,8.927060083057993,7,1.0889731192200345,4,4,0
3,12.711269015055136,9,1.9843298728168717,0,4,0
1,16.877020489880586,14,0.19431011342653612,4,4,0
1,12.727240742931597,12,2.8357283149204346,3,3,0
4,22.271382157177335,13,1.5562908308254344,4,4,0
8,14.123553544361732,12,6.280678834718043,2,2,0
3,10.391407819753898,11,2.02932510483412,0,1,0
6,18.072600228376228,14,0.32902426964463516,2,2,0
1,1.0,16,1.298452427153558,1,1,1
4,17.669095056314,8,0.11912265422038469,2,2,0
4,21.44962425466817,18,2.736355401019583,3,3,0
6,3.4666389313161527,16,1.3936338981353271,2,2,0
1,12.979986697033734,8,0.9229708084519537,0,1,0
7,6.769109781414178,12,6.918673270724944,2,2,1
2,15.065643090888512,10,5.646872239430545,0,1,0
5,26.21760186498259,8,6.10807903025284,0,1,0
6,16.14636477063376,13,0.49941206772539387,1,1,0
7,13.907017268412318,14,2.608099020582956,3,3,0
5,1.0,17,5.814788584542876,4,4,1
4,9.469387832032485,14,1.6919919477163314,2,2,0
5,14.334905421128212,14,0.4820050145574391,4,4,0
5,15.465791311736288,8,3.405437408384945,0,4,0
3,16.715576398530466,9,4.239164991766602,4,4,0
1,18.840473480915605,12,2.429632002333193,4,4,0
4,10.471658321704915,13,0.6950138480236376,2,2,0
8,15.20044931055111,11,0.4231561269366241,0,4,0
3,12.518462613938379,6,1.9577678990665723,1,1,0
2,10.308281800337419,10,1.3186532935683828,0,4,0
4,10.640703898259632,11,2.2099613944868044,2,2,0
3,17.70434222605958,14,0.2368907572044281,0,1,0
3,2.1788653841758787,16,0.29216491705216263,1,1,0
2,5.724649586384716,13,0.9016245138536707,0,4,0
5,30.835950720066663,12,0.5988624150476967,0,1,0
5,11.677469316152347,9,1.9316901891743747,0,4,0
